trip_id,load_id,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,trip_status
TRIP00037665,LOAD00037665,DRV00016,TRK00011,TRL00134,2023-04-27,2723,49.5,453.8,6.0,8.3,Completed
TRIP00037666,LOAD00037666,DRV00079,TRK00089,TRL00164,2023-04-27,710,13.3,110.2,6.44,6.1,Completed
TRIP00037667,LOAD00037667,DRV00012,TRK00043,TRL00098,2023-04-27,3212,59.2,523.1,6.14,5.1,Completed
TRIP00037668,LOAD00037668,DRV00071,TRK00012,TRL00053,2023-04-27,1787,28.2,274.1,6.52,6.5,Completed
TRIP00037669,LOAD00037669,DRV00117,TRK00043,TRL00177,2023-04-27,1319,21.3,190.6,6.92,3.6,Completed
TRIP00037670,LOAD00037670,DRV00051,TRK00090,TRL00132,2023-04-27,3087,58.3,433.6,7.12,10.4,Completed
TRIP00037671,LOAD00037671,DRV00057,TRK00058,TRL00106,2023-04-27,2511,46.8,367.6,6.83,5.8,Completed
TRIP00037672,LOAD00037672,DRV00037,TRK00071,TRL00071,2023-04-27,808,13.2,143.8,5.62,11.6,Completed
TRIP00037673,LOAD00037673,DRV00069,TRK00076,TRL00155,2023-04-27,691,10.7,103.0,6.71,11.4,Completed
TRIP00037674,LOAD00037674,,TRK00010,TRL00114,2023-04-27,2785,44.5,420.1,6.63,9.4,Completed
TRIP00037675,LOAD00037675,DRV00102,TRK00086,TRL00092,2023-04-27,895,14.2,131.8,6.79,5.4,Completed
TRIP00037676,LOAD00037676,DRV00075,TRK00073,TRL00068,2023-04-27,2185,36.3,332.6,6.57,8.9,Completed
TRIP00037677,LOAD00037677,DRV00023,TRK00069,TRL00084,2023-04-27,267,5.2,45.6,5.85,9.4,Completed
TRIP00037678,LOAD00037678,DRV00056,TRK00113,TRL00025,2023-04-27,3176,55.4,448.0,7.09,2.2,Completed
TRIP00037679,LOAD00037679,DRV00124,TRK00038,TRL00007,2023-04-27,1348,24.6,243.8,5.53,5.1,Completed
TRIP00037680,LOAD00037680,DRV00147,TRK00053,TRL00016,2023-04-27,686,13.7,99.7,6.88,2.0,Completed
TRIP00037681,LOAD00037681,DRV00047,TRK00111,TRL00069,2023-04-27,1253,19.7,171.9,7.29,11.7,Completed
TRIP00037682,LOAD00037682,DRV00085,TRK00120,TRL00124,2023-04-27,1247,22.9,188.4,6.62,10.6,Completed
TRIP00037683,LOAD00037683,DRV00105,TRK00010,TRL00131,2023-04-27,2262,39.9,323.1,7.0,3.9,Completed
TRIP00037684,LOAD00037684,DRV00001,TRK00052,TRL00103,2023-04-28,1974,31.2,300.0,6.58,6.0,Completed
TRIP00037685,LOAD00037685,DRV00050,TRK00115,TRL00150,2023-04-28,1980,31.6,297.7,6.65,10.2,Completed
TRIP00037686,LOAD00037686,DRV00125,TRK00113,TRL00003,2023-04-28,1289,21.4,182.3,7.07,8.2,Completed
TRIP00037687,LOAD00037687,DRV00077,TRK00025,TRL00169,2023-04-28,2337,36.6,361.2,6.47,10.7,Completed
TRIP00037688,LOAD00037688,DRV00028,TRK00014,,2023-04-28,1384,25.0,194.7,7.11,9.8,Completed
TRIP00037689,LOAD00037689,DRV00121,TRK00079,TRL00074,2023-04-28,1637,25.6,257.8,6.35,10.3,Completed
TRIP00037690,LOAD00037690,DRV00023,TRK00093,TRL00012,2023-04-28,2484,39.4,387.5,6.41,8.1,Completed
TRIP00037691,LOAD00037691,DRV00148,TRK00060,TRL00176,2023-04-28,2304,41.6,384.6,5.99,9.1,Completed
TRIP00037692,LOAD00037692,DRV00006,TRK00029,TRL00036,2023-04-28,705,13.6,112.8,6.25,4.1,Completed
TRIP00037693,LOAD00037693,DRV00149,TRK00107,TRL00042,2023-04-28,1595,25.5,286.4,5.57,9.9,Completed
TRIP00037694,LOAD00037694,DRV00015,TRK00048,TRL00006,2023-04-28,680,12.8,114.1,5.96,8.5,Completed
TRIP00037695,LOAD00037695,DRV00109,TRK00073,TRL00009,2023-04-28,478,8.7,69.9,6.84,6.7,Completed
TRIP00037696,LOAD00037696,DRV00071,TRK00090,TRL00129,2023-04-28,2314,39.4,353.3,6.55,10.9,Completed
TRIP00037697,LOAD00037697,DRV00024,TRK00052,TRL00099,2023-04-28,1987,37.9,288.8,6.88,2.5,Completed
TRIP00037698,LOAD00037698,DRV00148,TRK00092,TRL00123,2023-04-28,281,5.3,50.4,5.58,2.4,Completed
TRIP00037699,LOAD00037699,DRV00010,TRK00111,TRL00154,2023-04-28,3199,53.8,534.9,5.98,11.3,Completed
TRIP00037700,LOAD00037700,DRV00141,TRK00093,TRL00056,2023-04-28,2333,36.0,413.7,5.64,8.7,Completed
TRIP00037701,LOAD00037701,DRV00065,TRK00053,TRL00044,2023-04-28,1331,23.3,210.6,6.32,6.0,Completed
TRIP00037702,LOAD00037702,DRV00121,TRK00039,TRL00164,2023-04-28,616,9.8,90.1,6.84,5.7,Completed
TRIP00037703,LOAD00037703,DRV00037,TRK00099,TRL00063,2023-04-28,1318,21.6,176.9,7.45,10.5,Completed
TRIP00037704,LOAD00037704,DRV00085,TRK00089,TRL00174,2023-04-28,1815,30.2,309.2,5.87,4.9,Completed
TRIP00037705,LOAD00037705,DRV00079,TRK00024,TRL00158,2023-04-28,2811,53.0,392.1,7.17,2.2,Completed
TRIP00037706,LOAD00037706,DRV00033,TRK00067,TRL00170,2023-04-28,1492,26.9,256.8,5.81,9.3,Completed
TRIP00037707,LOAD00037707,DRV00016,TRK00103,TRL00111,2023-04-28,1813,30.7,299.2,6.06,8.7,Completed
TRIP00037708,LOAD00037708,DRV00111,TRK00099,TRL00060,2023-04-28,2221,35.4,343.8,6.46,2.8,Completed
TRIP00037709,LOAD00037709,DRV00092,TRK00053,TRL00135,2023-04-28,2657,45.7,380.1,6.99,3.1,Completed
TRIP00037710,LOAD00037710,DRV00063,TRK00112,TRL00067,2023-04-28,671,10.8,90.6,7.41,2.1,Completed
TRIP00037711,LOAD00037711,DRV00142,TRK00084,TRL00053,2023-04-28,1254,20.5,221.2,5.67,7.4,Completed
TRIP00037712,LOAD00037712,,TRK00031,TRL00007,2023-04-28,170,2.8,23.6,7.21,6.4,Completed
TRIP00037713,LOAD00037713,DRV00144,TRK00106,TRL00135,2023-04-28,171,2.6,30.6,5.58,10.6,Completed
TRIP00037714,LOAD00037714,DRV00111,TRK00084,TRL00055,2023-04-28,1238,21.7,209.5,5.91,7.9,Completed
TRIP00037715,LOAD00037715,DRV00005,TRK00108,TRL00160,2023-04-28,2459,39.6,416.8,5.9,4.9,Completed
TRIP00037716,LOAD00037716,DRV00134,TRK00076,TRL00069,2023-04-28,1674,27.2,289.6,5.78,11.9,Completed
TRIP00037717,LOAD00037717,DRV00084,TRK00009,TRL00030,2023-04-28,1300,24.1,230.1,5.65,10.9,Completed
TRIP00037718,LOAD00037718,DRV00124,TRK00026,TRL00099,2023-04-28,1521,24.3,242.6,6.27,9.9,Completed
TRIP00037719,LOAD00037719,DRV00061,TRK00107,TRL00175,2023-04-28,2285,38.6,348.9,6.55,6.6,Completed
TRIP00037720,LOAD00037720,DRV00053,TRK00078,TRL00017,2023-04-28,2158,34.9,301.4,7.16,5.9,Completed
TRIP00037721,LOAD00037721,DRV00117,TRK00020,TRL00008,2023-04-28,2348,42.8,321.6,7.3,10.2,Completed
TRIP00037722,LOAD00037722,DRV00139,TRK00110,TRL00070,2023-04-28,829,15.8,129.5,6.4,2.1,Completed
TRIP00037723,LOAD00037723,DRV00024,TRK00011,TRL00079,2023-04-28,522,8.2,72.9,7.16,5.3,Completed
TRIP00037724,LOAD00037724,DRV00130,TRK00085,TRL00144,2023-04-28,2908,51.5,410.2,7.09,9.8,Completed
TRIP00037725,LOAD00037725,DRV00104,TRK00113,TRL00053,2023-04-28,1424,26.7,240.9,5.91,8.9,Completed
TRIP00037726,LOAD00037726,DRV00129,TRK00092,TRL00162,2023-04-28,2346,40.4,416.0,5.64,5.3,Completed
TRIP00037727,LOAD00037727,DRV00084,TRK00097,TRL00052,2023-04-28,945,15.4,143.0,6.61,11.6,Completed
TRIP00037728,LOAD00037728,DRV00060,TRK00002,TRL00167,2023-04-28,1226,23.1,184.1,6.66,10.0,Completed
TRIP00037729,LOAD00037729,DRV00070,TRK00068,TRL00067,2023-04-28,1340,26.3,241.4,5.55,10.2,Completed
TRIP00037730,LOAD00037730,DRV00010,TRK00024,TRL00132,2023-04-28,2008,34.7,350.4,5.73,9.6,Completed
TRIP00037731,LOAD00037731,DRV00039,TRK00106,TRL00161,2023-04-28,539,10.0,86.9,6.2,2.7,Completed
TRIP00037732,LOAD00037732,DRV00037,TRK00016,TRL00066,2023-04-28,737,14.6,118.5,6.22,2.2,Completed
TRIP00037733,LOAD00037733,DRV00114,TRK00008,TRL00025,2023-04-28,1219,23.9,184.1,6.62,11.1,Completed
TRIP00037734,LOAD00037734,DRV00102,TRK00044,TRL00089,2023-04-28,2583,44.7,353.8,7.3,6.6,Completed
TRIP00037735,LOAD00037735,DRV00032,TRK00086,TRL00109,2023-04-28,2305,37.2,358.5,6.43,7.3,Completed
TRIP00037736,LOAD00037736,DRV00054,TRK00008,TRL00141,2023-04-28,525,9.6,90.7,5.79,10.3,Completed
TRIP00037737,LOAD00037737,DRV00080,TRK00112,TRL00123,2023-04-28,1223,19.3,191.1,6.4,4.9,Completed
TRIP00037738,LOAD00037738,DRV00028,,TRL00173,2023-04-28,1110,17.5,180.8,6.14,5.4,Completed
TRIP00037739,LOAD00037739,DRV00121,TRK00120,TRL00133,2023-04-28,2694,51.8,407.6,6.61,5.1,Completed
TRIP00037740,LOAD00037740,,TRK00076,TRL00015,2023-04-28,2805,55.0,487.0,5.76,6.5,Completed
TRIP00037741,LOAD00037741,DRV00025,TRK00008,,2023-04-28,1876,31.8,315.8,5.94,4.9,Completed
TRIP00037742,LOAD00037742,DRV00063,TRK00004,TRL00067,2023-04-28,680,13.3,118.3,5.75,6.2,Completed
TRIP00037743,LOAD00037743,DRV00044,TRK00101,TRL00082,2023-04-28,662,12.0,94.8,6.98,5.5,Completed
TRIP00037744,LOAD00037744,DRV00100,TRK00031,,2023-04-28,1311,22.1,179.3,7.31,7.9,Completed
TRIP00037745,LOAD00037745,DRV00082,TRK00105,TRL00011,2023-04-28,2096,37.3,337.5,6.21,11.7,Completed
TRIP00037746,LOAD00037746,DRV00002,TRK00092,TRL00024,2023-04-28,660,11.1,95.9,6.88,10.2,Completed
TRIP00037747,LOAD00037747,DRV00117,TRK00078,TRL00171,2023-04-28,2662,48.2,367.7,7.24,4.8,Completed
TRIP00037748,LOAD00037748,DRV00123,TRK00080,TRL00065,2023-04-28,2325,39.9,335.0,6.94,5.0,Completed
TRIP00037749,LOAD00037749,DRV00082,TRK00067,TRL00095,2023-04-28,1893,34.6,262.9,7.2,9.2,Completed
TRIP00037750,LOAD00037750,DRV00050,TRK00031,,2023-04-28,94,1.6,13.4,7.02,9.3,Completed
TRIP00037751,LOAD00037751,DRV00065,TRK00116,TRL00157,2023-04-28,1830,30.2,267.5,6.84,2.9,Completed
TRIP00037752,LOAD00037752,DRV00059,TRK00106,TRL00144,2023-04-28,1368,27.1,220.6,6.2,2.0,Completed
TRIP00037753,LOAD00037753,DRV00019,TRK00061,TRL00154,2023-04-28,2681,53.0,464.6,5.77,9.9,Completed
TRIP00037754,LOAD00037754,DRV00132,TRK00020,TRL00069,2023-04-28,2326,44.0,354.0,6.57,2.1,Completed
TRIP00037755,LOAD00037755,DRV00094,TRK00074,TRL00138,2023-04-28,1995,38.2,282.2,7.07,9.9,Completed
TRIP00037756,LOAD00037756,DRV00041,,,2023-04-28,1254,21.0,193.5,6.48,4.0,Completed
TRIP00037757,LOAD00037757,DRV00015,TRK00052,TRL00097,2023-04-28,1273,25.0,186.1,6.84,4.7,Completed
TRIP00037758,LOAD00037758,DRV00036,TRK00064,TRL00075,2023-04-28,1798,27.9,278.8,6.45,11.4,Completed
TRIP00037759,LOAD00037759,DRV00059,TRK00052,TRL00083,2023-04-28,791,15.7,118.4,6.68,5.1,Completed
TRIP00037760,LOAD00037760,DRV00127,TRK00020,TRL00166,2023-04-28,1717,29.7,311.1,5.52,8.0,Completed
TRIP00037761,LOAD00037761,DRV00104,TRK00008,TRL00128,2023-04-28,614,10.5,107.5,5.71,2.2,Completed
TRIP00037762,LOAD00037762,DRV00077,TRK00073,TRL00158,2023-04-28,2704,46.6,361.5,7.48,6.8,Completed
TRIP00037763,LOAD00037763,DRV00150,TRK00054,TRL00112,2023-04-29,2639,45.1,402.9,6.55,11.0,Completed
TRIP00037764,LOAD00037764,DRV00080,TRK00038,TRL00148,2023-04-29,792,12.4,118.9,6.66,6.2,Completed
TRIP00037765,LOAD00037765,DRV00013,TRK00096,TRL00156,2023-04-29,1589,24.5,218.3,7.28,5.4,Completed
TRIP00037766,LOAD00037766,DRV00033,TRK00055,TRL00052,2023-04-29,941,15.0,157.4,5.98,2.2,Completed
TRIP00037767,LOAD00037767,DRV00139,TRK00019,TRL00029,2023-04-29,661,13.2,101.1,6.54,5.6,Completed
TRIP00037768,LOAD00037768,DRV00081,TRK00086,TRL00162,2023-04-29,1189,23.8,184.6,6.44,2.1,Completed
TRIP00037769,LOAD00037769,DRV00002,TRK00025,TRL00045,2023-04-29,2390,38.4,330.6,7.23,4.8,Completed
TRIP00037770,LOAD00037770,DRV00134,TRK00095,TRL00066,2023-04-29,167,3.2,23.6,7.08,8.8,Completed
TRIP00037771,LOAD00037771,DRV00081,TRK00079,,2023-04-29,1995,31.8,307.4,6.49,11.6,Completed
TRIP00037772,LOAD00037772,DRV00039,TRK00105,TRL00058,2023-04-29,2214,39.0,302.9,7.31,4.9,Completed
TRIP00037773,LOAD00037773,DRV00081,TRK00054,TRL00156,2023-04-29,1962,35.4,295.0,6.65,9.7,Completed
TRIP00037774,LOAD00037774,DRV00085,TRK00054,TRL00082,2023-04-29,2757,53.5,402.5,6.85,3.1,Completed
TRIP00037775,LOAD00037775,,TRK00041,TRL00180,2023-04-29,1323,22.9,184.5,7.17,4.3,Completed
TRIP00037776,LOAD00037776,DRV00082,TRK00061,TRL00176,2023-04-29,537,10.2,91.3,5.88,6.8,Completed
TRIP00037777,LOAD00037777,DRV00024,TRK00009,TRL00067,2023-04-29,2086,36.4,335.4,6.22,2.1,Completed
TRIP00037778,LOAD00037778,DRV00034,TRK00060,TRL00117,2023-04-29,967,18.1,135.6,7.13,10.7,Completed
TRIP00037779,LOAD00037779,DRV00134,TRK00085,TRL00077,2023-04-29,1344,21.7,195.6,6.87,8.7,Completed
TRIP00037780,LOAD00037780,DRV00011,TRK00039,TRL00055,2023-04-29,551,9.5,79.3,6.95,3.8,Completed
TRIP00037781,LOAD00037781,DRV00118,TRK00050,TRL00108,2023-04-29,2127,34.9,303.4,7.01,8.1,Completed
TRIP00037782,LOAD00037782,DRV00092,TRK00065,TRL00144,2023-04-29,1683,26.7,268.0,6.28,4.3,Completed
TRIP00037783,LOAD00037783,DRV00079,TRK00072,TRL00111,2023-04-29,2902,57.2,435.7,6.66,11.1,Completed
TRIP00037784,LOAD00037784,DRV00125,TRK00029,TRL00104,2023-04-29,1753,29.8,261.3,6.71,8.9,Completed
TRIP00037785,LOAD00037785,DRV00078,TRK00064,TRL00163,2023-04-29,1560,29.2,244.9,6.37,3.0,Completed
TRIP00037786,LOAD00037786,DRV00146,TRK00091,TRL00092,2023-04-29,2629,47.4,374.0,7.03,7.2,Completed
TRIP00037787,LOAD00037787,DRV00044,TRK00065,TRL00108,2023-04-29,491,8.6,78.9,6.22,10.1,Completed
TRIP00037788,LOAD00037788,DRV00053,TRK00050,TRL00039,2023-04-29,834,13.1,120.7,6.91,7.5,Completed
TRIP00037789,LOAD00037789,DRV00107,TRK00090,TRL00034,2023-04-29,489,8.3,75.3,6.49,7.4,Completed
TRIP00037790,LOAD00037790,DRV00047,TRK00025,TRL00057,2023-04-29,1750,27.3,264.8,6.61,10.4,Completed
TRIP00037791,LOAD00037791,DRV00091,TRK00068,TRL00103,2023-04-29,167,3.0,22.7,7.36,8.0,Completed
TRIP00037792,LOAD00037792,DRV00013,TRK00105,TRL00113,2023-04-29,1169,22.0,166.3,7.03,3.9,Completed
TRIP00037793,LOAD00037793,DRV00128,TRK00083,TRL00162,2023-04-29,2163,38.1,339.0,6.38,9.3,Completed
TRIP00037794,LOAD00037794,DRV00082,TRK00041,TRL00044,2023-04-29,2090,34.7,280.9,7.44,10.3,Completed
TRIP00037795,LOAD00037795,DRV00128,TRK00096,TRL00162,2023-04-29,940,14.9,141.8,6.63,5.9,Completed
TRIP00037796,LOAD00037796,DRV00001,TRK00112,TRL00068,2023-04-29,2163,35.6,321.4,6.73,10.0,Completed
TRIP00037797,LOAD00037797,DRV00063,TRK00051,TRL00158,2023-04-29,918,14.6,148.5,6.18,6.3,Completed
TRIP00037798,LOAD00037798,DRV00120,TRK00112,TRL00114,2023-04-29,3166,59.9,427.8,7.4,8.7,Completed
TRIP00037799,LOAD00037799,DRV00104,TRK00078,TRL00170,2023-04-29,1886,33.8,301.8,6.25,3.0,Completed
TRIP00037800,LOAD00037800,DRV00025,TRK00063,TRL00002,2023-04-29,760,12.9,130.6,5.82,3.2,Completed
TRIP00037801,LOAD00037801,DRV00101,TRK00016,TRL00126,2023-04-29,2484,44.1,442.8,5.61,5.2,Completed
TRIP00037802,LOAD00037802,DRV00144,TRK00002,TRL00007,2023-04-29,885,15.0,139.8,6.33,8.6,Completed
TRIP00037803,LOAD00037803,DRV00114,TRK00115,TRL00054,2023-04-29,167,2.6,23.3,7.16,5.8,Completed
TRIP00037804,LOAD00037804,DRV00128,TRK00106,TRL00152,2023-04-29,1276,19.7,176.0,7.25,10.4,Completed
TRIP00037805,LOAD00037805,DRV00010,TRK00055,TRL00115,2023-04-29,700,11.7,126.1,5.55,9.6,Completed
TRIP00037806,LOAD00037806,DRV00089,TRK00016,TRL00032,2023-04-29,491,8.8,70.0,7.01,6.4,Completed
TRIP00037807,LOAD00037807,DRV00035,TRK00026,TRL00141,2023-04-29,2646,46.4,454.6,5.82,7.7,Completed
TRIP00037808,LOAD00037808,DRV00126,TRK00120,TRL00067,2023-04-29,1169,19.8,204.0,5.73,5.5,Completed
TRIP00037809,LOAD00037809,DRV00098,TRK00026,TRL00161,2023-04-29,793,15.1,143.9,5.51,7.9,Completed
TRIP00037810,LOAD00037810,DRV00006,TRK00112,TRL00119,2023-04-29,2199,38.5,377.8,5.82,5.6,Completed
TRIP00037811,LOAD00037811,DRV00074,TRK00073,TRL00075,2023-04-29,1304,25.9,214.5,6.08,11.6,Completed
TRIP00037812,LOAD00037812,DRV00138,TRK00025,TRL00073,2023-04-29,1080,16.9,184.6,5.85,10.5,Completed
TRIP00037813,LOAD00037813,DRV00024,TRK00105,TRL00053,2023-04-29,97,1.6,13.4,7.23,9.4,Completed
TRIP00037814,LOAD00037814,DRV00026,TRK00011,TRL00156,2023-04-29,2014,36.4,284.1,7.09,4.7,Completed
TRIP00037815,LOAD00037815,,TRK00026,TRL00169,2023-04-29,1315,22.9,207.4,6.34,5.2,Completed
TRIP00037816,LOAD00037816,DRV00016,TRK00110,TRL00007,2023-04-29,1261,22.5,218.5,5.77,6.7,Completed
TRIP00037817,LOAD00037817,DRV00051,TRK00074,TRL00061,2023-04-29,2623,47.8,439.4,5.97,10.0,Completed
TRIP00037818,LOAD00037818,DRV00002,TRK00033,TRL00044,2023-04-29,279,5.4,46.7,5.98,6.9,Completed
TRIP00037819,LOAD00037819,DRV00075,TRK00041,TRL00106,2023-04-29,1256,23.6,216.9,5.79,6.9,Completed
TRIP00037820,LOAD00037820,DRV00133,TRK00114,TRL00028,2023-04-29,2528,49.6,351.1,7.2,4.2,Completed
TRIP00037821,LOAD00037821,DRV00091,TRK00114,TRL00097,2023-04-29,2241,39.1,347.4,6.45,7.8,Completed
TRIP00037822,LOAD00037822,DRV00020,TRK00035,TRL00168,2023-04-29,2231,39.3,390.7,5.71,3.9,Completed
TRIP00037823,LOAD00037823,DRV00132,TRK00095,TRL00139,2023-04-29,485,8.6,73.2,6.63,5.6,Completed
TRIP00037824,LOAD00037824,DRV00121,TRK00090,TRL00113,2023-04-29,1206,23.3,188.1,6.41,9.2,Completed
TRIP00037825,LOAD00037825,DRV00087,TRK00035,TRL00076,2023-04-29,2322,41.8,342.5,6.78,3.0,Completed
TRIP00037826,LOAD00037826,,TRK00059,TRL00106,2023-04-29,2004,38.2,288.3,6.95,6.6,Completed
TRIP00037827,LOAD00037827,DRV00126,TRK00076,TRL00069,2023-04-29,2251,37.2,400.5,5.62,8.4,Completed
TRIP00037828,LOAD00037828,DRV00051,TRK00120,TRL00036,2023-04-29,752,13.2,113.3,6.64,11.8,Completed
TRIP00037829,LOAD00037829,DRV00033,TRK00103,TRL00014,2023-04-29,2672,52.6,364.5,7.33,4.3,Completed
TRIP00037830,LOAD00037830,DRV00049,TRK00018,TRL00055,2023-04-29,93,1.9,12.7,7.33,8.8,Completed
TRIP00037831,LOAD00037831,DRV00056,TRK00093,TRL00157,2023-04-29,1547,25.0,215.8,7.17,7.9,Completed
TRIP00037832,LOAD00037832,DRV00083,TRK00053,TRL00169,2023-04-29,1282,24.7,232.2,5.52,4.7,Completed
TRIP00037833,LOAD00037833,DRV00125,TRK00091,TRL00131,2023-04-29,1130,22.3,157.4,7.18,2.9,Completed
TRIP00037834,LOAD00037834,DRV00089,TRK00040,TRL00033,2023-04-29,2575,40.0,417.3,6.17,3.4,Completed
TRIP00037835,LOAD00037835,DRV00094,TRK00004,TRL00035,2023-04-29,1265,21.2,203.4,6.22,3.7,Completed
TRIP00037836,LOAD00037836,DRV00054,TRK00020,TRL00179,2023-04-29,794,12.4,121.6,6.53,9.5,Completed
TRIP00037837,LOAD00037837,DRV00003,TRK00030,TRL00175,2023-04-29,523,9.1,82.8,6.32,11.5,Completed
TRIP00037838,LOAD00037838,DRV00010,TRK00116,TRL00006,2023-04-29,267,4.9,44.0,6.07,7.9,Completed
TRIP00037839,LOAD00037839,DRV00012,TRK00116,TRL00042,2023-04-29,1714,28.1,290.0,5.91,6.8,Completed
TRIP00037840,LOAD00037840,DRV00054,TRK00095,TRL00043,2023-04-29,1754,32.0,300.3,5.84,10.1,Completed
TRIP00037841,LOAD00037841,DRV00019,TRK00092,TRL00096,2023-04-29,1303,21.2,193.9,6.72,10.2,Completed
TRIP00037842,LOAD00037842,DRV00024,TRK00020,TRL00106,2023-04-30,1089,17.0,182.1,5.98,10.7,Completed
TRIP00037843,LOAD00037843,DRV00051,TRK00012,TRL00116,2023-04-30,1826,36.3,280.5,6.51,2.9,Completed
TRIP00037844,LOAD00037844,DRV00105,TRK00101,TRL00137,2023-04-30,1930,34.2,303.5,6.36,3.6,Completed
TRIP00037845,LOAD00037845,DRV00129,TRK00063,TRL00065,2023-04-30,1527,28.9,277.1,5.51,7.6,Completed
TRIP00037846,LOAD00037846,DRV00132,TRK00101,TRL00086,2023-04-30,735,13.4,114.8,6.4,3.1,Completed
TRIP00037847,LOAD00037847,DRV00084,TRK00116,TRL00012,2023-04-30,2057,35.3,340.0,6.05,3.0,Completed
TRIP00037848,LOAD00037848,DRV00033,TRK00062,TRL00027,2023-04-30,722,12.9,124.5,5.8,2.3,Completed
TRIP00037849,LOAD00037849,DRV00126,TRK00045,TRL00100,2023-04-30,1608,25.5,239.3,6.72,9.1,Completed
TRIP00037850,LOAD00037850,DRV00108,TRK00016,TRL00053,2023-04-30,672,12.6,107.9,6.23,5.5,Completed
TRIP00037851,LOAD00037851,DRV00056,TRK00093,TRL00065,2023-04-30,1251,21.8,188.1,6.65,8.8,Completed
TRIP00037852,LOAD00037852,DRV00020,TRK00051,TRL00099,2023-04-30,2514,44.7,352.6,7.13,3.9,Completed
TRIP00037853,LOAD00037853,DRV00107,TRK00006,TRL00032,2023-04-30,90,1.6,13.0,6.94,6.9,Completed
TRIP00037854,LOAD00037854,DRV00095,TRK00091,TRL00079,2023-04-30,1274,22.7,205.5,6.2,7.7,Completed
TRIP00037855,LOAD00037855,DRV00130,TRK00054,TRL00171,2023-04-30,1362,22.0,190.0,7.17,4.9,Completed
TRIP00037856,LOAD00037856,DRV00141,TRK00111,TRL00027,2023-04-30,95,1.8,17.2,5.52,10.3,Completed
TRIP00037857,LOAD00037857,DRV00132,TRK00058,TRL00024,2023-04-30,692,11.1,104.8,6.6,2.5,Completed
TRIP00037858,LOAD00037858,DRV00069,TRK00064,TRL00045,2023-04-30,1159,19.2,176.4,6.57,2.9,Completed
TRIP00037859,LOAD00037859,DRV00002,TRK00085,TRL00054,2023-04-30,2628,46.9,450.0,5.84,5.0,Completed
TRIP00037860,LOAD00037860,DRV00013,,TRL00147,2023-04-30,689,12.5,113.9,6.05,5.9,Completed
TRIP00037861,LOAD00037861,DRV00014,TRK00112,TRL00089,2023-04-30,1297,24.0,208.5,6.22,8.8,Completed
TRIP00037862,LOAD00037862,DRV00037,TRK00068,TRL00114,2023-04-30,2106,41.1,380.8,5.53,4.7,Completed
TRIP00037863,LOAD00037863,DRV00066,TRK00014,TRL00002,2023-04-30,2681,52.1,469.5,5.71,6.1,Completed
TRIP00037864,LOAD00037864,DRV00147,TRK00091,TRL00068,2023-04-30,1474,25.9,210.6,7.0,4.8,Completed
TRIP00037865,LOAD00037865,DRV00089,TRK00089,TRL00119,2023-04-30,576,11.1,101.2,5.69,8.0,Completed
TRIP00037866,LOAD00037866,DRV00012,TRK00083,TRL00100,2023-04-30,2423,40.5,425.8,5.69,5.2,Completed
TRIP00037867,LOAD00037867,DRV00128,TRK00026,TRL00026,2023-04-30,2757,44.5,446.1,6.18,11.5,Completed
TRIP00037868,LOAD00037868,DRV00024,TRK00054,TRL00076,2023-04-30,800,13.2,127.2,6.29,5.9,Completed
TRIP00037869,LOAD00037869,DRV00063,TRK00038,TRL00013,2023-04-30,173,3.1,23.6,7.33,9.3,Completed
TRIP00037870,LOAD00037870,DRV00009,TRK00074,TRL00063,2023-04-30,607,9.5,105.4,5.76,9.9,Completed
TRIP00037871,LOAD00037871,DRV00085,TRK00103,TRL00128,2023-04-30,2131,37.7,370.6,5.75,10.4,Completed
TRIP00037872,LOAD00037872,DRV00019,TRK00065,TRL00150,2023-04-30,715,12.4,119.0,6.01,10.9,Completed
TRIP00037873,LOAD00037873,DRV00058,TRK00050,TRL00076,2023-04-30,2618,45.8,356.2,7.35,9.5,Completed
TRIP00037874,LOAD00037874,DRV00063,TRK00014,TRL00097,2023-04-30,748,11.8,103.3,7.24,8.0,Completed
TRIP00037875,LOAD00037875,DRV00022,TRK00074,TRL00110,2023-04-30,2206,35.9,363.4,6.07,5.9,Completed
TRIP00037876,LOAD00037876,DRV00147,TRK00072,TRL00141,2023-04-30,936,18.1,159.5,5.87,3.6,Completed
TRIP00037877,LOAD00037877,DRV00053,TRK00059,TRL00053,2023-04-30,961,17.2,136.5,7.04,6.5,Completed
TRIP00037878,LOAD00037878,DRV00141,TRK00086,TRL00065,2023-04-30,2345,40.5,407.1,5.76,5.9,Completed
TRIP00037879,LOAD00037879,DRV00097,TRK00110,TRL00154,2023-04-30,2682,52.2,436.8,6.14,7.3,Completed
TRIP00037880,LOAD00037880,DRV00100,TRK00029,TRL00045,2023-04-30,2807,54.1,384.5,7.3,9.5,Completed
TRIP00037881,LOAD00037881,DRV00015,TRK00085,TRL00016,2023-04-30,2797,50.4,441.2,6.34,7.2,Completed
TRIP00037882,LOAD00037882,DRV00044,TRK00010,TRL00058,2023-04-30,2337,36.9,410.7,5.69,2.0,Completed
TRIP00037883,LOAD00037883,DRV00014,TRK00092,TRL00034,2023-04-30,2325,36.8,341.9,6.8,11.2,Completed
