load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
LOAD00034490,CUST00167,RTE00055,2023-03-18,Dry Van,10998,14,3280.72,357.25,200,Completed,Spot
LOAD00034491,CUST00059,RTE00054,2023-03-18,Dry Van,14998,25,2841.76,295.83,0,Completed,Dedicated
LOAD00034492,CUST00123,RTE00043,2023-03-18,Refrigerated,30132,15,2245.44,249.44,75,Completed,Dedicated
LOAD00034493,CUST00122,RTE00014,2023-03-18,Dry Van,41901,2,2773.68,228.76,75,Completed,Spot
LOAD00034494,CUST00116,RTE00012,2023-03-18,Refrigerated,33384,17,6241.02,453.91,200,Completed,Spot
LOAD00034495,CUST00021,RTE00021,2023-03-18,Dry Van,25463,20,5912.93,590.24,0,Completed,Spot
LOAD00034496,CUST00086,RTE00018,2023-03-18,Refrigerated,18201,23,1325.29,187.6,50,Completed,Dedicated
LOAD00034497,CUST00001,RTE00011,2023-03-18,Dry Van,44173,9,1056.67,131.28,50,Completed,Contract
LOAD00034498,CUST00166,RTE00057,2023-03-18,Dry Van,24625,18,2484.86,276.3,50,Completed,Spot
LOAD00034499,CUST00076,RTE00037,2023-03-18,Refrigerated,30146,20,4018.1,537.81,200,Completed,Dedicated
LOAD00034500,CUST00194,RTE00048,2023-03-18,Dry Van,31555,12,5784.77,792.88,200,Completed,Dedicated
LOAD00034501,CUST00111,RTE00056,2023-03-18,Dry Van,21948,17,4695.55,309.24,150,Completed,Dedicated
LOAD00034502,CUST00091,RTE00055,2023-03-18,Refrigerated,11938,20,3842.61,357.25,150,Completed,Dedicated
LOAD00034503,CUST00135,RTE00055,2023-03-18,Dry Van,23530,13,4107.76,357.25,0,Completed,Dedicated
LOAD00034504,CUST00183,RTE00013,2023-03-18,Dry Van,29849,15,1028.54,141.33,150,Completed,Contract
LOAD00034505,CUST00111,RTE00026,2023-03-18,Refrigerated,30528,21,3269.62,555.52,0,Completed,Dedicated
LOAD00034506,CUST00031,RTE00017,2023-03-18,Refrigerated,27075,26,1921.94,384.2,200,Completed,Dedicated
LOAD00034507,CUST00006,RTE00019,2023-03-18,Refrigerated,12104,7,2978.29,406.72,150,Completed,Dedicated
LOAD00034508,CUST00147,RTE00054,2023-03-18,Refrigerated,21502,5,2897.19,295.83,0,Completed,Dedicated
LOAD00034509,CUST00160,RTE00026,2023-03-18,Refrigerated,15981,2,3912.73,555.52,0,Completed,Dedicated
LOAD00034510,CUST00034,RTE00042,2023-03-18,Refrigerated,40239,21,7070.14,472.14,50,Completed,Dedicated
LOAD00034511,CUST00177,RTE00050,2023-03-18,Refrigerated,28765,4,1480.59,170.88,0,Completed,Spot
LOAD00034512,CUST00174,RTE00012,2023-03-18,Dry Van,19708,19,7056.32,453.91,50,Completed,Dedicated
LOAD00034513,CUST00152,RTE00018,2023-03-18,Dry Van,36591,11,1537.67,187.6,0,Completed,Dedicated
LOAD00034514,CUST00147,RTE00035,2023-03-18,Refrigerated,42049,2,2165.3,344.12,0,Completed,Contract
LOAD00034515,CUST00040,RTE00049,2023-03-18,Dry Van,28182,19,1802.74,144.0,0,Completed,Contract
LOAD00034516,CUST00021,RTE00041,2023-03-18,Refrigerated,16486,26,3365.41,255.36,100,Completed,Dedicated
LOAD00034517,CUST00074,RTE00036,2023-03-18,Dry Van,33609,24,642.65,86.46,50,Completed,Dedicated
LOAD00034518,CUST00028,RTE00052,2023-03-18,Refrigerated,24625,7,1441.99,273.36,100,Completed,Dedicated
LOAD00034519,CUST00166,RTE00043,2023-03-18,Refrigerated,16530,18,2605.46,249.44,100,Completed,Dedicated
LOAD00034520,CUST00146,RTE00035,2023-03-18,Dry Van,21416,5,1790.75,344.12,0,Completed,Dedicated
LOAD00034521,CUST00191,RTE00004,2023-03-18,Refrigerated,35207,8,4248.8,383.23,0,Completed,Contract
LOAD00034522,CUST00134,RTE00029,2023-03-18,Dry Van,29126,20,5892.31,891.82,150,Completed,Spot
LOAD00034523,CUST00102,RTE00052,2023-03-18,Refrigerated,26793,26,1306.92,273.36,0,Completed,Dedicated
LOAD00034524,CUST00190,RTE00053,2023-03-18,Refrigerated,11522,8,1840.84,209.79,0,Completed,Dedicated
LOAD00034525,CUST00080,RTE00054,2023-03-18,Refrigerated,13555,20,3455.31,295.83,50,Completed,Contract
LOAD00034526,CUST00131,RTE00029,2023-03-18,Refrigerated,14784,6,5677.91,891.82,100,Completed,Contract
LOAD00034527,CUST00199,RTE00047,2023-03-18,Dry Van,32108,4,846.66,76.16,100,Completed,Dedicated
LOAD00034528,CUST00109,RTE00004,2023-03-18,Dry Van,23656,23,3725.36,383.23,0,Completed,Dedicated
LOAD00034529,CUST00074,RTE00009,2023-03-18,Dry Van,13916,7,1794.01,149.26,0,Completed,Spot
LOAD00034530,CUST00033,RTE00046,2023-03-18,Refrigerated,17198,13,6744.35,499.18,100,Completed,Spot
LOAD00034531,CUST00073,RTE00028,2023-03-18,Refrigerated,29014,26,3778.77,564.72,150,Completed,Spot
LOAD00034532,CUST00066,RTE00056,2023-03-18,Refrigerated,28648,8,3724.66,309.24,0,Completed,Spot
LOAD00034533,CUST00178,RTE00038,2023-03-18,Dry Van,25985,10,3890.17,314.64,200,Completed,Spot
LOAD00034534,CUST00059,RTE00014,2023-03-18,Refrigerated,33672,26,2735.72,228.76,100,Completed,Contract
LOAD00034535,CUST00095,RTE00015,2023-03-18,Dry Van,43827,28,262.97,13.8,0,Completed,Spot
LOAD00034536,CUST00019,RTE00017,2023-03-18,Dry Van,16199,21,2153.84,384.2,0,Completed,Spot
LOAD00034537,CUST00106,RTE00040,2023-03-18,Dry Van,23157,22,4262.55,524.7,50,Completed,Contract
LOAD00034538,CUST00126,RTE00007,2023-03-18,Dry Van,28990,12,4025.68,504.32,0,Completed,Dedicated
LOAD00034539,CUST00091,RTE00015,2023-03-18,Refrigerated,19212,26,227.81,13.8,0,Completed,Dedicated
LOAD00034540,CUST00130,RTE00032,2023-03-18,Refrigerated,10322,1,5122.74,451.8,0,Completed,Dedicated
LOAD00034541,CUST00155,RTE00029,2023-03-18,Dry Van,33218,4,6369.94,891.82,100,Completed,Contract
LOAD00034542,CUST00101,RTE00014,2023-03-18,Dry Van,20781,4,2715.03,228.76,100,Completed,Contract
LOAD00034543,CUST00086,RTE00040,2023-03-18,Dry Van,24062,22,3539.0,524.7,200,Completed,Contract
LOAD00034544,CUST00010,RTE00024,2023-03-18,Refrigerated,25036,19,3168.28,376.0,150,Completed,Contract
LOAD00034545,CUST00050,RTE00020,2023-03-18,Refrigerated,34782,17,4144.91,738.48,200,Completed,Contract
LOAD00034546,CUST00068,RTE00039,2023-03-18,Refrigerated,19725,21,1882.67,344.52,200,Completed,Spot
LOAD00034547,CUST00098,RTE00047,2023-03-18,Refrigerated,38627,27,988.11,76.16,50,Completed,Dedicated
LOAD00034548,CUST00099,RTE00007,2023-03-18,Refrigerated,25091,2,3978.2,504.32,200,Completed,Dedicated
LOAD00034549,CUST00013,RTE00010,2023-03-18,Refrigerated,14375,25,153.36,15.64,75,Completed,Dedicated
LOAD00034550,CUST00137,RTE00018,2023-03-18,Refrigerated,35011,18,1294.46,187.6,0,Completed,Dedicated
LOAD00034551,CUST00199,RTE00022,2023-03-18,Dry Van,37800,7,1112.57,161.53,0,Completed,Spot
LOAD00034552,CUST00135,RTE00019,2023-03-18,Refrigerated,28849,22,3349.77,406.72,200,Completed,Dedicated
LOAD00034553,CUST00149,RTE00015,2023-03-18,Refrigerated,22473,28,289.88,13.8,0,Completed,Spot
LOAD00034554,CUST00188,RTE00038,2023-03-18,Refrigerated,35972,22,3896.1,314.64,200,Completed,Contract
LOAD00034555,CUST00053,RTE00031,2023-03-18,Refrigerated,38241,5,1344.65,185.6,200,Completed,Spot
LOAD00034556,CUST00022,RTE00031,2023-03-18,Refrigerated,14375,18,1608.86,185.6,0,Completed,Spot
LOAD00034557,CUST00158,RTE00027,2023-03-18,Refrigerated,40249,7,2505.6,419.43,0,Completed,Contract
LOAD00034558,CUST00170,RTE00046,2023-03-18,Refrigerated,37798,2,6913.66,499.18,200,Completed,Contract
LOAD00034559,CUST00004,RTE00022,2023-03-18,Refrigerated,26879,6,1005.46,161.53,100,Completed,Dedicated
LOAD00034560,CUST00042,RTE00016,2023-03-18,Refrigerated,31431,13,7669.06,463.93,50,Completed,Dedicated
LOAD00034561,CUST00198,RTE00023,2023-03-18,Dry Van,24232,3,3053.23,216.92,75,Completed,Contract
LOAD00034562,CUST00052,RTE00036,2023-03-18,Refrigerated,32903,26,628.32,86.46,75,Completed,Spot
LOAD00034563,CUST00079,RTE00053,2023-03-19,Refrigerated,42107,22,1730.22,209.79,0,Completed,Dedicated
LOAD00034564,CUST00024,RTE00049,2023-03-19,Dry Van,30658,15,1764.11,144.0,200,Completed,Contract
LOAD00034565,CUST00040,RTE00040,2023-03-19,Refrigerated,36623,22,3647.54,524.7,200,Completed,Contract
LOAD00034566,CUST00124,RTE00050,2023-03-19,Dry Van,26142,19,1275.11,170.88,0,Completed,Spot
LOAD00034567,CUST00095,RTE00005,2023-03-19,Refrigerated,13136,7,4307.21,454.74,50,Completed,Contract
LOAD00034568,CUST00045,RTE00018,2023-03-19,Dry Van,37922,10,1265.37,187.6,150,Completed,Dedicated
LOAD00034569,CUST00014,RTE00027,2023-03-19,Refrigerated,20521,14,2864.37,419.43,0,Completed,Dedicated
LOAD00034570,CUST00110,RTE00016,2023-03-19,Dry Van,21634,5,7479.93,463.93,75,Completed,Spot
LOAD00034571,CUST00077,RTE00005,2023-03-19,Dry Van,20764,28,4162.74,454.74,0,Completed,Spot
LOAD00034572,CUST00177,RTE00044,2023-03-19,Refrigerated,37626,5,7406.13,814.37,50,Completed,Dedicated
LOAD00034573,CUST00130,RTE00014,2023-03-19,Refrigerated,26108,10,2594.73,228.76,50,Completed,Dedicated
LOAD00034574,CUST00027,RTE00057,2023-03-19,Dry Van,25267,21,2191.85,276.3,100,Completed,Dedicated
LOAD00034575,CUST00033,RTE00020,2023-03-19,Refrigerated,33378,23,4172.24,738.48,0,Completed,Dedicated
LOAD00034576,CUST00010,RTE00004,2023-03-19,Refrigerated,28755,2,4247.94,383.23,150,Completed,Contract
LOAD00034577,CUST00055,RTE00038,2023-03-19,Refrigerated,28898,17,3596.19,314.64,0,Completed,Contract
LOAD00034578,CUST00074,RTE00015,2023-03-19,Refrigerated,39442,16,291.54,13.8,150,Completed,Dedicated
LOAD00034579,CUST00124,RTE00027,2023-03-19,Refrigerated,31308,17,2419.98,419.43,100,Completed,Dedicated
LOAD00034580,CUST00032,RTE00050,2023-03-19,Refrigerated,38971,17,1586.26,170.88,50,Completed,Contract
LOAD00034581,CUST00097,RTE00024,2023-03-19,Dry Van,34726,27,2681.36,376.0,0,Completed,Spot
LOAD00034582,CUST00063,RTE00044,2023-03-19,Refrigerated,34192,1,7203.89,814.37,150,Completed,Contract
LOAD00034583,CUST00119,RTE00019,2023-03-19,Dry Van,20787,8,2844.17,406.72,0,Completed,Dedicated
LOAD00034584,CUST00094,RTE00052,2023-03-19,Refrigerated,26513,21,1146.19,273.36,0,Completed,Dedicated
LOAD00034585,CUST00110,RTE00035,2023-03-19,Refrigerated,31333,1,2252.0,344.12,0,Completed,Contract
LOAD00034586,CUST00109,RTE00017,2023-03-19,Dry Van,41446,13,2266.18,384.2,200,Completed,Spot
LOAD00034587,CUST00167,RTE00001,2023-03-19,Refrigerated,19294,25,1162.62,128.63,50,Completed,Dedicated
LOAD00034588,CUST00077,RTE00002,2023-03-19,Refrigerated,18045,13,1506.27,153.34,75,Completed,Contract
LOAD00034589,CUST00006,RTE00014,2023-03-19,Refrigerated,22355,17,2705.58,228.76,0,Completed,Contract
LOAD00034590,CUST00068,RTE00006,2023-03-19,Refrigerated,43472,25,1574.36,189.0,75,Completed,Spot
LOAD00034591,CUST00067,RTE00042,2023-03-19,Dry Van,42883,28,6387.23,472.14,100,Completed,Dedicated
LOAD00034592,CUST00041,RTE00051,2023-03-19,Dry Van,37664,7,3843.61,460.0,0,Completed,Dedicated
LOAD00034593,CUST00199,RTE00021,2023-03-19,Dry Van,38459,4,5286.47,590.24,200,Completed,Contract
LOAD00034594,CUST00034,RTE00008,2023-03-19,Refrigerated,25733,23,1819.63,114.3,100,Completed,Dedicated
LOAD00034595,CUST00014,RTE00010,2023-03-19,Refrigerated,27285,22,138.74,15.64,0,Completed,Spot
LOAD00034596,CUST00180,RTE00002,2023-03-19,Dry Van,15090,23,1424.35,153.34,50,Completed,Dedicated
LOAD00034597,CUST00001,RTE00054,2023-03-19,Dry Van,26935,11,3430.48,295.83,150,Completed,Dedicated
LOAD00034598,CUST00123,RTE00045,2023-03-19,Refrigerated,35891,3,1549.05,137.31,0,Completed,Spot
LOAD00034599,CUST00070,RTE00008,2023-03-19,Refrigerated,24825,13,2225.86,114.3,0,Completed,Spot
LOAD00034600,CUST00095,RTE00052,2023-03-19,Refrigerated,26370,25,1288.25,273.36,0,Completed,Spot
LOAD00034601,CUST00082,RTE00039,2023-03-19,Dry Van,32463,17,1973.71,344.52,75,Completed,Dedicated
LOAD00034602,CUST00096,RTE00004,2023-03-19,Dry Van,24968,23,3218.41,383.23,200,Completed,Dedicated
LOAD00034603,CUST00083,RTE00017,2023-03-19,Dry Van,23988,10,2201.48,384.2,0,Completed,Dedicated
LOAD00034604,CUST00063,RTE00034,2023-03-19,Refrigerated,26133,16,5341.13,792.88,50,Completed,Spot
LOAD00034605,CUST00009,RTE00019,2023-03-19,Refrigerated,37630,12,2677.6,406.72,100,Completed,Spot
LOAD00034606,CUST00014,RTE00050,2023-03-19,Dry Van,40609,11,1256.14,170.88,0,Completed,Dedicated
LOAD00034607,CUST00157,RTE00053,2023-03-19,Refrigerated,16385,28,1815.8,209.79,0,Completed,Contract
LOAD00034608,CUST00051,RTE00024,2023-03-19,Refrigerated,22734,6,2907.34,376.0,0,Completed,Dedicated
LOAD00034609,CUST00164,RTE00004,2023-03-19,Dry Van,12185,8,3768.68,383.23,0,Completed,Spot
LOAD00034610,CUST00111,RTE00015,2023-03-19,Dry Van,36391,15,293.78,13.8,75,Completed,Spot
LOAD00034611,CUST00057,RTE00042,2023-03-19,Refrigerated,11143,18,5588.27,472.14,50,Completed,Contract
LOAD00034612,CUST00156,RTE00049,2023-03-19,Refrigerated,20223,12,2040.55,144.0,0,Completed,Dedicated
LOAD00034613,CUST00040,RTE00052,2023-03-19,Dry Van,27781,17,1460.54,273.36,0,Completed,Dedicated
LOAD00034614,CUST00043,RTE00034,2023-03-19,Refrigerated,30069,26,5483.61,792.88,0,Completed,Dedicated
LOAD00034615,CUST00086,RTE00032,2023-03-19,Dry Van,32587,24,4519.79,451.8,150,Completed,Contract
LOAD00034616,CUST00020,RTE00018,2023-03-19,Refrigerated,41399,20,1547.76,187.6,50,Completed,Contract
LOAD00034617,CUST00177,RTE00046,2023-03-19,Dry Van,44181,9,5621.98,499.18,75,Completed,Contract
LOAD00034618,CUST00139,RTE00053,2023-03-19,Dry Van,39258,27,1578.87,209.79,50,Completed,Spot
LOAD00034619,CUST00094,RTE00040,2023-03-19,Dry Van,33808,20,3667.92,524.7,0,Completed,Spot
LOAD00034620,CUST00185,RTE00040,2023-03-19,Refrigerated,38055,8,4179.2,524.7,0,Completed,Contract
LOAD00034621,CUST00095,RTE00054,2023-03-19,Refrigerated,44150,28,3594.28,295.83,0,Completed,Contract
LOAD00034622,CUST00196,RTE00028,2023-03-19,Dry Van,14162,16,3973.23,564.72,100,Completed,Dedicated
LOAD00034623,CUST00106,RTE00004,2023-03-19,Dry Van,20886,16,4211.02,383.23,200,Completed,Contract
LOAD00034624,CUST00163,RTE00030,2023-03-19,Refrigerated,23453,23,5946.61,708.51,75,Completed,Contract
LOAD00034625,CUST00089,RTE00027,2023-03-19,Dry Van,18145,4,2494.91,419.43,0,Completed,Contract
LOAD00034626,CUST00117,RTE00006,2023-03-19,Dry Van,21384,14,1569.05,189.0,200,Completed,Spot
LOAD00034627,CUST00167,RTE00016,2023-03-19,Dry Van,19108,25,7452.61,463.93,200,Completed,Dedicated
LOAD00034628,CUST00130,RTE00027,2023-03-20,Refrigerated,13907,19,2481.44,419.43,150,Completed,Contract
LOAD00034629,CUST00019,RTE00011,2023-03-20,Dry Van,12574,2,1058.72,131.28,50,Completed,Dedicated
LOAD00034630,CUST00176,RTE00052,2023-03-20,Refrigerated,27691,11,1227.02,273.36,75,Completed,Contract
LOAD00034631,CUST00023,RTE00003,2023-03-20,Refrigerated,17653,3,4386.83,580.87,0,Completed,Dedicated
LOAD00034632,CUST00128,RTE00037,2023-03-20,Refrigerated,13511,27,4234.7,537.81,150,Completed,Contract
LOAD00034633,CUST00081,RTE00025,2023-03-20,Refrigerated,35899,28,5510.28,565.38,100,Completed,Contract
LOAD00034634,CUST00187,RTE00014,2023-03-20,Dry Van,20767,13,2567.09,228.76,100,Completed,Spot
LOAD00034635,CUST00022,RTE00046,2023-03-20,Refrigerated,10223,13,6127.64,499.18,0,Completed,Dedicated
LOAD00034636,CUST00075,RTE00052,2023-03-20,Refrigerated,10501,2,1171.22,273.36,75,Completed,Dedicated
LOAD00034637,CUST00060,RTE00055,2023-03-20,Refrigerated,44719,11,4018.15,357.25,50,Completed,Dedicated
LOAD00034638,CUST00016,RTE00027,2023-03-20,Dry Van,19955,5,2356.12,419.43,75,Completed,Spot
LOAD00034639,CUST00042,RTE00011,2023-03-20,Refrigerated,34419,21,889.42,131.28,150,Completed,Spot
LOAD00034640,CUST00113,RTE00003,2023-03-20,Refrigerated,29936,19,4396.31,580.87,100,Completed,Contract
LOAD00034641,CUST00038,RTE00056,2023-03-20,Refrigerated,14422,19,3843.69,309.24,150,Completed,Dedicated
LOAD00034642,CUST00190,RTE00053,2023-03-20,Dry Van,18916,13,1748.92,209.79,100,Completed,Dedicated
LOAD00034643,CUST00184,RTE00001,2023-03-20,Refrigerated,35333,18,1001.72,128.63,200,Completed,Spot
LOAD00034644,CUST00138,RTE00015,2023-03-20,Dry Van,14631,18,238.62,13.8,50,Completed,Spot
LOAD00034645,CUST00016,RTE00014,2023-03-20,Dry Van,29277,25,2837.47,228.76,0,Completed,Contract
LOAD00034646,CUST00069,RTE00021,2023-03-20,Dry Van,24666,28,4959.07,590.24,200,Completed,Dedicated
LOAD00034647,CUST00013,RTE00039,2023-03-20,Refrigerated,13787,27,1892.54,344.52,100,Completed,Dedicated
LOAD00034648,CUST00021,RTE00037,2023-03-20,Dry Van,42752,22,3345.85,537.81,50,Completed,Spot
LOAD00034649,CUST00031,RTE00037,2023-03-20,Dry Van,39057,4,3907.85,537.81,100,Completed,Dedicated
LOAD00034650,CUST00181,RTE00013,2023-03-20,Dry Van,16491,8,1218.73,141.33,150,Completed,Dedicated
LOAD00034651,CUST00017,RTE00051,2023-03-20,Dry Van,12743,24,3257.12,460.0,75,Completed,Dedicated
LOAD00034652,CUST00166,RTE00018,2023-03-20,Dry Van,17353,19,1403.55,187.6,0,Completed,Spot
LOAD00034653,CUST00129,RTE00054,2023-03-20,Refrigerated,41365,7,3004.74,295.83,0,Completed,Contract
LOAD00034654,CUST00058,RTE00011,2023-03-20,Refrigerated,31180,9,1032.12,131.28,0,Completed,Spot
LOAD00034655,CUST00189,RTE00026,2023-03-20,Dry Van,13014,13,3131.33,555.52,150,Completed,Dedicated
LOAD00034656,CUST00147,RTE00012,2023-03-20,Dry Van,41854,4,6638.67,453.91,150,Completed,Contract
LOAD00034657,CUST00003,RTE00021,2023-03-20,Dry Van,36635,10,5197.04,590.24,100,Completed,Dedicated
LOAD00034658,CUST00041,RTE00038,2023-03-20,Refrigerated,18680,21,3893.17,314.64,0,Completed,Contract
LOAD00034659,CUST00163,RTE00008,2023-03-20,Dry Van,11901,23,2218.19,114.3,0,Completed,Spot
LOAD00034660,CUST00106,RTE00044,2023-03-20,Refrigerated,25860,2,6846.3,814.37,0,Completed,Dedicated
LOAD00034661,CUST00156,RTE00055,2023-03-20,Dry Van,40020,4,3283.84,357.25,100,Completed,Dedicated
LOAD00034662,CUST00084,RTE00020,2023-03-20,Dry Van,17517,5,4078.71,738.48,0,Completed,Dedicated
LOAD00034663,CUST00142,RTE00048,2023-03-20,Refrigerated,37143,9,7084.88,792.88,0,Completed,Dedicated
LOAD00034664,CUST00070,RTE00035,2023-03-20,Refrigerated,11812,16,2140.0,344.12,200,Completed,Spot
LOAD00034665,CUST00078,RTE00021,2023-03-20,Dry Van,29490,8,4933.4,590.24,50,Completed,Contract
LOAD00034666,CUST00159,RTE00052,2023-03-20,Refrigerated,34484,1,1432.35,273.36,150,Completed,Contract
LOAD00034667,CUST00150,RTE00017,2023-03-20,Refrigerated,11137,4,1914.13,384.2,100,Completed,Dedicated
LOAD00034668,CUST00137,RTE00052,2023-03-20,Dry Van,16420,28,1284.98,273.36,0,Completed,Dedicated
LOAD00034669,CUST00180,RTE00057,2023-03-20,Refrigerated,40996,7,2543.31,276.3,200,Completed,Spot
LOAD00034670,CUST00111,RTE00018,2023-03-20,Refrigerated,35069,8,1310.13,187.6,50,Completed,Dedicated
LOAD00034671,CUST00018,RTE00025,2023-03-20,Refrigerated,26341,28,5559.61,565.38,200,Completed,Contract
LOAD00034672,CUST00190,RTE00003,2023-03-20,Refrigerated,23679,3,5113.41,580.87,75,Completed,Dedicated
LOAD00034673,CUST00101,RTE00029,2023-03-20,Dry Van,28704,20,6206.57,891.82,0,Completed,Dedicated
LOAD00034674,CUST00053,RTE00008,2023-03-20,Dry Van,13979,11,2263.2,114.3,150,Completed,Dedicated
LOAD00034675,CUST00186,RTE00040,2023-03-20,Dry Van,39993,13,3588.14,524.7,100,Completed,Dedicated
LOAD00034676,CUST00052,RTE00058,2023-03-20,Refrigerated,15681,27,1147.78,98.61,0,Completed,Dedicated
LOAD00034677,CUST00134,RTE00046,2023-03-20,Refrigerated,20591,22,6866.09,499.18,75,Completed,Dedicated
LOAD00034678,CUST00002,RTE00052,2023-03-20,Refrigerated,12353,12,1174.89,273.36,100,Completed,Spot
LOAD00034679,CUST00004,RTE00031,2023-03-20,Dry Van,15622,5,1207.66,185.6,0,Completed,Contract
LOAD00034680,CUST00019,RTE00046,2023-03-20,Dry Van,29708,5,6472.46,499.18,150,Completed,Dedicated
LOAD00034681,CUST00021,RTE00008,2023-03-20,Dry Van,38028,14,1964.88,114.3,0,Completed,Spot
LOAD00034682,CUST00052,RTE00053,2023-03-20,Refrigerated,43424,6,1791.27,209.79,0,Completed,Contract
LOAD00034683,CUST00050,RTE00014,2023-03-20,Refrigerated,34617,13,2951.86,228.76,0,Completed,Dedicated
LOAD00034684,CUST00111,RTE00046,2023-03-20,Dry Van,21407,9,5321.41,499.18,150,Completed,Dedicated
LOAD00034685,CUST00050,RTE00006,2023-03-20,Refrigerated,43694,4,1393.89,189.0,0,Completed,Dedicated
LOAD00034686,CUST00120,RTE00023,2023-03-20,Dry Van,23705,27,2857.28,216.92,75,Completed,Dedicated
LOAD00034687,CUST00164,RTE00013,2023-03-20,Refrigerated,43110,23,1160.22,141.33,200,Completed,Dedicated
LOAD00034688,CUST00195,RTE00019,2023-03-20,Dry Van,28983,17,3343.62,406.72,0,Completed,Dedicated
LOAD00034689,CUST00161,RTE00046,2023-03-20,Dry Van,44231,21,6558.23,499.18,100,Completed,Spot
LOAD00034690,CUST00150,RTE00005,2023-03-20,Refrigerated,11713,1,3770.14,454.74,0,Completed,Contract
LOAD00034691,CUST00155,RTE00031,2023-03-20,Dry Van,39776,12,1200.2,185.6,0,Completed,Dedicated
LOAD00034692,CUST00013,RTE00055,2023-03-20,Refrigerated,34525,23,3867.5,357.25,50,Completed,Dedicated
LOAD00034693,CUST00124,RTE00025,2023-03-20,Refrigerated,38499,19,4807.36,565.38,200,Completed,Spot
LOAD00034694,CUST00173,RTE00042,2023-03-20,Dry Van,36292,3,6727.9,472.14,200,Completed,Spot
LOAD00034695,CUST00098,RTE00051,2023-03-20,Dry Van,42568,17,3261.39,460.0,75,Completed,Dedicated
LOAD00034696,CUST00121,RTE00041,2023-03-20,Dry Van,32194,4,3228.66,255.36,75,Completed,Contract
LOAD00034697,CUST00050,RTE00022,2023-03-20,Refrigerated,18460,2,1230.86,161.53,50,Completed,Dedicated
LOAD00034698,CUST00110,RTE00044,2023-03-20,Dry Van,40593,23,7266.26,814.37,150,Completed,Spot
LOAD00034699,CUST00169,RTE00020,2023-03-20,Refrigerated,13727,20,4010.78,738.48,0,Completed,Spot
LOAD00034700,CUST00044,RTE00014,2023-03-20,Refrigerated,27549,9,2850.73,228.76,0,Completed,Contract
LOAD00034701,CUST00095,RTE00025,2023-03-20,Dry Van,44854,9,4927.25,565.38,0,Completed,Dedicated
LOAD00034702,CUST00167,RTE00033,2023-03-20,Refrigerated,30616,23,393.53,40.08,100,Completed,Contract
LOAD00034703,CUST00084,RTE00039,2023-03-20,Dry Van,23338,11,2196.58,344.52,0,Completed,Dedicated
LOAD00034704,CUST00140,RTE00030,2023-03-20,Dry Van,31332,3,5262.66,708.51,50,Completed,Dedicated
LOAD00034705,CUST00008,RTE00026,2023-03-20,Refrigerated,19796,27,3188.33,555.52,200,Completed,Contract
LOAD00034706,CUST00123,RTE00010,2023-03-20,Refrigerated,11064,23,134.85,15.64,75,Completed,Contract
LOAD00034707,CUST00135,RTE00018,2023-03-20,Refrigerated,34334,7,1480.42,187.6,200,Completed,Contract
LOAD00034708,CUST00019,RTE00021,2023-03-20,Refrigerated,32199,15,5056.08,590.24,200,Completed,Dedicated
LOAD00034709,CUST00010,RTE00057,2023-03-20,Dry Van,29640,6,2111.4,276.3,100,Completed,Dedicated
LOAD00034710,CUST00141,RTE00058,2023-03-20,Dry Van,19665,14,1323.45,98.61,100,Completed,Spot
LOAD00034711,CUST00073,RTE00057,2023-03-20,Dry Van,36289,9,2014.64,276.3,75,Completed,Spot
LOAD00034712,CUST00167,RTE00030,2023-03-20,Dry Van,20444,21,5213.01,708.51,0,Completed,Dedicated
LOAD00034713,CUST00133,RTE00029,2023-03-20,Refrigerated,34510,14,5511.48,891.82,200,Completed,Spot
LOAD00034714,CUST00055,RTE00041,2023-03-20,Dry Van,30951,4,3356.14,255.36,0,Completed,Dedicated
LOAD00034715,CUST00040,RTE00048,2023-03-20,Dry Van,34087,9,6413.01,792.88,200,Completed,Contract
LOAD00034716,CUST00054,RTE00006,2023-03-20,Dry Van,16914,22,1653.03,189.0,50,Completed,Spot
LOAD00034717,CUST00088,RTE00009,2023-03-20,Refrigerated,10995,4,1577.92,149.26,0,Completed,Dedicated
LOAD00034718,CUST00079,RTE00034,2023-03-20,Dry Van,13300,6,5433.2,792.88,0,Completed,Dedicated
LOAD00034719,CUST00143,RTE00036,2023-03-20,Refrigerated,29280,22,666.59,86.46,0,Completed,Dedicated
LOAD00034720,CUST00165,RTE00018,2023-03-20,Dry Van,25502,24,1489.57,187.6,50,Completed,Contract
LOAD00034721,CUST00029,RTE00010,2023-03-20,Dry Van,38634,9,162.04,15.64,0,Completed,Spot
LOAD00034722,CUST00146,RTE00058,2023-03-20,Refrigerated,27299,18,1181.88,98.61,75,Completed,Contract
LOAD00034723,CUST00116,RTE00019,2023-03-20,Dry Van,43469,12,2605.13,406.72,50,Completed,Dedicated
LOAD00034724,CUST00109,RTE00032,2023-03-20,Refrigerated,35575,27,4568.92,451.8,50,Completed,Spot
LOAD00034725,CUST00034,RTE00019,2023-03-21,Refrigerated,18464,17,2673.11,406.72,50,Completed,Dedicated
LOAD00034726,CUST00052,RTE00019,2023-03-21,Dry Van,32870,11,3387.07,406.72,100,Completed,Spot
LOAD00034727,CUST00007,RTE00010,2023-03-21,Dry Van,35761,10,161.78,15.64,100,Completed,Dedicated
